Unnamed: 0,brand,name,old_price,new_price,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings,department_Kids Unisex,department_Men,department_Unisex,department_Women,concentration_EDC,concentration_EDP,concentration_EDT,concentration_Oil,concentration_PDT
371,HUGO BOSS,Ma Vie,185.0,125.0,75,EDP,Women,Floral,"Cedar, Woody Notes","Pink Freesia, Jasmine, Rose",5.0,Rose Gallary,4.2,347,False,False,False,True,False,True,False,False,False
372,Roberto Cavalli,Paradisio Azzuro,499.0,168.0,75,EDP,Women,Floral,"Amberwood, Cashmere Wood, Cypress, Sandalwood, Vanilla","Apple, Jasmine, Peach, Rose, Tuberose, Water Notes",4.8,AMLAQ,3.9,135,False,False,False,True,False,True,False,False,False
373,Dolce & Gabbana,The One,441.0,130.95,100,EDT,Men,Spicy,"Amber, Moss, Musk, Vanilla, Vetiver","Genisteae, Jasmine, Lily, Lily Of The Valley, Orange Tree Blossom, Ylang-Ylang",4.5,Perfume Ms,3.6,111,False,True,False,False,False,False,True,False,False
374,BENTLEY,Momentum Intense,226.0,144.0,100,EDP,Men,Woody,"Amber Wood, Sandalwood and White Musk","Geranium, Tonka Bean and Marine Ambergris",5.0,MOON LIGHT,3.9,61,False,True,False,False,False,True,False,False,False
375,Guerlain,Mon Bloom Of Rose,586.0,272.0,100,EDT,Women,Floral,"Neroli, Rose",Sambac Jasmine,4.0,Faces,3.9,61,False,False,False,True,False,False,True,False,False
376,KORLOFF,In White,562.0,116.0,88,EDT,Men,Citrus,"Cashmeran, Virginia Cedar, Musk and Tonka Bean","Lavender, African Orange Flower and Clary Sage",5.0,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
377,TESORI D´ORIENTE,Orchidea della Cina,60.0,38.95,100,EDT,Women,Floral,"Myrrh,Praline,Musk,Vanilla,Sandalwood","Orange Blossom,Tiare Flower,Jasmine,Orchid",4.3,noon,4.2,98.1K,False,False,False,True,False,False,True,False,False
378,S.T.Dupont,Passenger,310.0,106.15,100,EDP,Women,Fruity,"Iris, Vanilla, White Musk And Sandalwood","Cyclamen, Rose, Gardenia And White Peach",4.9,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
379,TRUSSARDI,Uomo,230.0,138.85,100,EDT,Men,Spicy,"Leather, Moss, Patchouli","Clary Sage, Violet",5.0,noon100% Genuine Product,4.2,98.1K,False,True,False,False,False,False,True,False,False
380,DORALL COLLECTION,DC Marine Noir,29.0,9.7,100,EDT,Men,Floral,"Incense, Amber, Cedar, Vetiver, Patchouli, Musk","Water, Sage, Rosemary",3.4,B.A.G,3.7,14.1K,False,True,False,False,False,False,True,False,False
381,BURBERRY,Body,283.0,142.0,85,EDP,Women,Woody,"Cashmere Wood, Musk, Amber and Vanille","Iris, Rose and Sandalwood",5.0,King-Perfume,4.2,450,False,False,False,True,False,True,False,False,False
382,GUCCI,Bamboo,575.0,189.0,75,EDP,Women,Floral,Sandalwood,Casablanca Lily and Ylang Ylang Extra-Comoros,4.8,Al-Najm,3.7,347,False,False,False,True,False,True,False,False,False
383,Revlon,Charli Blue,44.0,44.0,100,EDT,Women,Woody,"Sandalwood, Oakmoss, Musk","Jasmine, Muguet, Rose, Ylang-ylang",5.0,Attractive perfume,3.5,244,False,False,False,True,False,False,True,False,False
384,HUGO BOSS,Hugo Man,269.0,99.5,75,EDT,Men,Fresh,"Patchouli, Fir and Cedar","Carnation, Sage, Geranium and Jasmine",4.3,AMLAQ,3.9,135,False,True,False,False,False,False,True,False,False
385,BENTLEY,Absolute,200.0,154.0,100,EDP,Men,Woody,"Moss, Agarwood, Amber, Atlas Cedar","Olibanum, Papyrus, Sandalwood",5.0,Nawaem_perfumes,3.9,69,False,True,False,False,False,True,False,False,False
386,BURBERRY,Burberry Body,499.0,164.35,85,EDP,Women,Fruity,"Woody Cashmeran, Creamy Vanilla, Amber And Musk.","Natural Rose Absolute, Iris And Warm Sandalwood.",4.8,perfumes--addresses,3.9,59,False,False,False,True,False,True,False,False,False
387,Calvin Klein,Reveal,264.0,149.4,100,EDT,Men,Vanilla,"Haitian Vetiver, Vintage Vanilla And Golden Amber",Agave Nectar And Kiwano,5.0,Alabeer,3.6,30,False,True,False,False,False,False,True,False,False
388,AZZARO,Chrome,269.0,135.0,100,EDT,Men,Citrus,"Sandalwood, Tonka Bean, Musk, Oakmoss, Cedar, Brazilian Rosewood and Cardamom","Rosemary, Pineapple, Neroli, Bergamot and Lemon",4.0,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
389,Dunhill,Custom,330.0,89.85,100,EDT,Men,Floral,"Virginia Cedar, Incense",Pepper,4.3,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
390,DORALL COLLECTION,Super Cobra,29.0,8.8,100,EDT,Women,Floral,"Amber Milk, Mousse Australian, Sandalwood and Vanilla","Orange, Blossom Peach and Raspberry Leaf",5.0,B.A.G,3.7,14.1K,False,False,False,True,False,False,True,False,False
391,Lolita Lempicka,lolita,430.0,222.6,100,EDP,Women,Vanilla,"Musk,Praline,Tonka Beans,Vanilla,Vetiver","Amaryllis,Cherry,Iris,Licorice,Orris Root",4.4,Star.perfume,3.9,537,False,False,False,True,False,True,False,False,False
392,RALPH LAUREN,Polo Blue,465.0,327.0,125,EDP,Men,Woody,Vetiver,Blue Orris Accord,4.7,top langri,3.9,347,False,True,False,False,False,True,False,False,False
393,NARCISO RODRIGUEZ,Narciso Rodriguez For Her,442.0,108.75,100,EDT,Women,Woody,"Vetiver, Vanilla","Egyptian Musk, Amber",4.7,Creativity star,3.5,319,False,False,False,True,False,False,True,False,False
394,MINI COLLECTION,Eaudemoiselle No.1154,16.0,16.0,25,EDP,Unisex,Oriental,rose,cinnamon,4.9,original,3.9,235,False,False,True,False,False,True,False,False,False
395,CHOPARD,Happy Spirit,269.0,148.95,75,EDP,Women,Fruity,"Amber, Musk, Cashmere Wood","Honeysuckle, Osmanthus",5.0,AMLAQ,3.9,135,False,False,False,True,False,True,False,False,False
396,Guerlain,Ideal,516.0,228.2,100,EDT,Men,Woody,"Leather, Cedar and Vetiver",Almond and Tonka Bean,4.0,AMLAQ,3.9,135,False,True,False,False,False,False,True,False,False
397,CHLOE,Chloe,428.0,188.85,50,EDP,Women,Floral,"Amber, Virginia Cedar","Rose, Lily-Of-The-Valley, Caribbean Magnolia",5.0,hadayiq baris,3.8,122,False,False,False,True,False,True,False,False,False
398,TED LAPIDUS,Lapidus Pour Homme,122.0,66.0,100,EDT,Men,Woody,"Sandalwood, tonka bean, amber, patchouli, musk, oakmoss, cedar and tobacco.","pine tree, honey, orris root, jasmine, caraway, petitgrain, lily-of-the-valley, rose, brazilian rosewood and incense",5.0,Diorworld,3.5,75,False,True,False,False,False,False,True,False,False
399,CAROLINA HERRERA,Bad Boy,652.0,204.0,100,EDT,Men,Spicy,"Tonka Bean, Amberwood, Cacao","Cedar, Sage",5.0,The first fragrance,4.1,5,False,True,False,False,False,False,True,False,False
400,VERSACE,Blue Jeans,170.0,109.25,75,EDT,Men,Arabian,"Vanilla, Tonka Bean, Iris, Sandalwood, Musk, Amber, Vetiver, Cedar, Patchouli","Lavender, Rose, Carnation, Heliotrope, Jasmine, Geranium, Sage, Fir, Lily-Of-The-Valley",4.4,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
401,BVLGARI,Extreme,441.0,203.8,100,EDT,Men,Citrus,"Balsa Wood, Haitian Vetiver And Laotian Benzoin","White Freesia, Guatemalan Cardamom And Vegetal Amber",5.0,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
402,LACOSTE,Pour Femme,322.0,123.05,90,EDP,Women,Floral,"Cedar, Vetiver, Sandalwood And Musk","Jasmine Petals, White Heliotrope And Hibiscus",4.5,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
403,S.T.Dupont,Dupont,221.0,83.9,100,EDT,Men,Spicy,"Heliotrope, Musk, Lignum Vitae And Amber","Essence Of Birch, Iris And Cedar Wood",4.4,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
404,DORALL COLLECTION,Simple,15.0,8.5,100,EDT,Women,Floral,"Amber, patchouli, vanilla, musk, sandalwood","Magnolia, gardenia, lily of the valley, freesia, jasmine",4.3,B.A.G,3.7,14.1K,False,False,False,True,False,False,True,False,False
405,CHOPARD,Happy Spirit,185.0,155.0,75,EDP,Women,Fruity,"Amber, Musk, Cashmere Wood","Honeysuckle, Osmanthus",5.0,Star.perfume,3.9,537,False,False,False,True,False,True,False,False,False
406,COACH,New York,501.0,183.95,90,EDP,Women,Fruity,Suede Musk Sandalwood Cashmeran,Turkish Rose Gardenia Cyclamen,4.7,Star.perfume,3.9,537,False,False,False,True,False,True,False,False,False
407,BOUCHERON,Place Vendome,201.0,177.9,100,EDP,Women,Floral,Cedar and Sensual Benzoin,"Jasmine Petals, Peony, Creamy Honey",4.5,Lolita Shop,3.7,347,False,False,False,True,False,True,False,False,False
408,CARTIER,Declaration D'Un Soir,365.0,213.0,100,EDT,Men,Spicy,Sandalwood,Rose and Nutmeg,4.8,AMLAQ,3.9,135,False,True,False,False,False,False,True,False,False
409,CHANEL,Allure Homme Sport EDT For,800.0,423.0,100,EDT,Men,Citrus,"Tonka Bean, Atlas Cedar, Vetiver, White Musk And Pepper","Cedar,Neroli,Pepper",5.0,hadayiq baris,3.8,122,False,True,False,False,False,False,True,False,False
410,DAVIDOFF,Leather Blend,420.0,224.85,100,EDP,Unisex,Spicy,"Leather,Papyrus",Rose and Amber,5.0,Y,3.5,75,False,False,True,False,False,True,False,False,False
411,Al Fakhr,Shiyoukh Al Oud,8.9,8.9,100,EDP,Unisex,"Woody, Musky","Sandalwood, Cedarwood","Black Pepper, Cardamom",4.5,Bismat Eatar,3.7,66,False,False,True,False,False,True,False,False,False
412,Dolce & Gabbana,Intenso,496.0,200.35,125,EDP,Men,Spicy,"Labdanum, Sandalwood, Cypress, Musk and Amber","Tobacco, Hay, Moepel Accord, Clary Sage And Bran",4.5,noon100  % original genuine product,4.2,98.1K,False,True,False,False,False,True,False,False,False
413,Dolce & Gabbana,L'imperatrice 3,245.0,148.3,100,EDT,Women,Floral,"Citrus Wood, Musks And Sandalwood","Watermelon, Cyclamen And Jasmine",4.3,noon,4.2,98.1K,False,False,False,True,False,False,True,False,False
414,Lattafa,Oud Mood Gold Elixir,147.0,50.6,100,EDP,Unisex,Arabian,"Vanilla, Ambra","Lemd De Santal, Agar, Oud wood, Leather notes",3.8,noon,4.2,98.1K,False,False,True,False,False,True,False,False,False
415,DORALL COLLECTION,Courageous,22.0,9.95,100,EDT,Women,Floral,"Orris Root, Musk, Vanilla","Roses, Iris",4.7,B.A.G,3.7,14.1K,False,False,False,True,False,False,True,False,False
416,Nikos,Sculpture Homme,75.0,58.5,100,EDT,Men,Floral,"Tonka bean, amber, benzoin, cedar","Jasmine, lily-of-the-valley, rose, geranium",4.7,Star.perfume,4.2,537,False,True,False,False,False,False,True,False,False
417,ROGER & GALLET,Open,143.0,51.5,100,EDT,Men,Spicy,"Tobacco, Patchouli And Vetiver",Sage And Thyme,4.8,Diorworld,3.9,135,False,True,False,False,False,False,True,False,False
418,CREED,Aventus,1375.0,593.3,100,EDP,Men,Fruity,"Oak moss, musk, ambergris, and vanilla","Rose, dry birch, Moroccan jasmine and patchouli",5.0,hadayiq baris,3.8,122,False,True,False,False,False,True,False,False,False
419,LACOSTE,L.12.12 Rouge,113.0,113.0,100,EDT,Men,Spicy,Acacia Wood,Rooibos Tea Extract (red Bush Tea),4.0,hadayiq baris,3.8,122,False,True,False,False,False,False,True,False,False
420,Ajmal,Sacrifice,79.0,75.9,50,EDP,Women,Floral,"Ambergris, Musk","Orange Blossom, Vanilla",4.2,neo lek,4.3,88,False,False,False,True,False,True,False,False,False
421,Franck Olivier,Oud Vanille,167.0,90.0,100,EDP,Men,Arabian,"Woody Notes, Spices, Musk, Vanilla","Rose, Violet, Jasmine, Patchouli, Incense",5.0,Nawaem_perfumes,3.9,69,False,True,False,False,False,True,False,False,False
422,BURBERRY,The Beat,280.0,150.0,75,EDP,Women,Floral,"White Musk, Vetiver And Cedar Wood","Ceylon Tea, Iris And Bluebell",4.3,Faces,3.7,61,False,False,False,True,False,True,False,False,False
423,Ajmal,Sacrifice,153.0,70.0,50,EDP,Women,Floral,"Woody, Oriental, Musky","Floral, Musky",4.6,Rayhanti,4.2,27,False,False,False,True,False,True,False,False,False
424,Givenchy,Eau De Moiselle,550.0,183.0,100,EDT,Women,Floral,"Ambrette Seeds, Tonka Beans, Musk","Rose, Ylang Ylang",5.0,Asrar Aljamal,4.2,98,False,False,False,True,False,False,True,False,False
425,AZZARO,Chrome Legend,266.0,123.3,125,EDT,Men,Woody,"Cedar, Vetiver","Moss, Musk",5.0,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
426,DORALL COLLECTION,DC,29.0,9.3,100,EDT,Men,Floral,"Vetiver, Patchouli, Oakmoss, Musk, Sandalwood","Galbanum, Rosemary, Jasmine, Coumarin",4.0,B.A.G,4.2,14.1K,False,True,False,False,False,False,True,False,False
427,Juicy Couture,play around,355.0,126.25,100,EDP,Women,Floral,"Caramel, Vanilla, and Patchouli","Princess lily, Tuberose and Wild Rose",4.0,Star.perfume,3.9,537,False,False,False,True,False,True,False,False,False
428,COACH,New York Platinum,11.0,7.9,2,EDP,Men,Oriental,Patchouli and Vanilla Leather,Aromatic Accords,4.5,Princess of beauty,3.8,467,False,True,False,False,False,True,False,False,False
429,CAROLINA HERRERA,212 Vip,363.0,160.0,100,EDT,Men,Vanilla,"King Wood, Salty Amber And Tonka Beans","Chilled Vodka, Hot Ginger And Slice Of Apple",5.0,Al-Najm,3.7,347,False,True,False,False,False,False,True,False,False
430,Mercedes-Benz,Club Black,295.0,185.0,100,EDT,Women,Vanilla,"Ambroxan, Benzoin, Woodsy Notes And Vanilla",Jasmine And Incense,5.0,Parvant Store,3.8,76,False,False,False,True,False,False,True,False,False
431,TOMMY HILFIGER,Tommy Girl,380.0,122.95,100,EDT,Women,Citrus,"Desert Jasmin, Cherokee Rose, Magnolia Petals, Dakota Lilies, Cedar, Sandalwood And Wild Heather","Grapefruit, Citrus Orchards, Crisp Green Notes, Honeysuckle And Butterfly Violets",4.4,Parvant Store,4.2,76,False,False,False,True,False,False,True,False,False
432,Guerlain,Vetiver,426.0,174.0,100,EDT,Men,Aromatic,"Vetiver, Oakmoss, Leather, Myrrh, Civet, Tonka Bean, Amber","Vetiver, Pepper, Carnation, Sage, Orris Root, Sandalwood",5.0,Nawaem_perfumes,3.9,69,False,True,False,False,False,False,True,False,False
433,Dior,Sauvage,430.0,208.25,100,EDT,Men,Spicy,"Cedar, Ambroxan","Geranium,Lavender,Elemi, Pink Pepper, Patchouli,Vetiver",5.0,Parfume-Stor,3.8,66,False,True,False,False,False,False,True,False,False
434,Shirley May,Darknet Pour Homme,11.5,11.5,100,EDT,Men,Woody,Musk And Moss,"Anise, Cardamom And Cinnamon",3.0,Beauty Gallery,3.7,59,False,True,False,False,False,False,True,False,False
435,PACO RABANNE,Lady Million,420.0,158.0,80,EDP,Women,Floral,"Patchouli, White Honey and Amber","Jasmine, African Orange Flower and Gardenia",4.7,عالم المشاهير,4.2,7,False,False,False,True,False,True,False,False,False
436,CARTIER,La Panthere,695.0,235.85,75,EDP,Women,Fruity,"Oakmoss, Musk, Patchouli, Leather","Gardenia, Rose, Ylang-Ylang, Orange Blossom, Pear",4.7,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
437,DAVIDOFF,The Game,147.0,77.0,100,EDT,Men,Woody,Ebony Wood,"Iris, Woody Notes",5.0,Cute Shop,4.2,98.1K,False,True,False,False,False,False,True,False,False
438,PACO RABANNE,Ultraviolet,353.0,165.0,100,EDT,Men,Woody,Indonesian Patchouli And Oakmoss,Tanzanian Black Pepper And Ambergris,4.4,Star.perfume,3.9,537,False,True,False,False,False,False,True,False,False
439,Shirley May,Black Car,21.0,9.95,100,EDT,Men,Citrus,Amber and palisander rosewood,Cedar and spicy notes,4.5,Beautify,3.6,528,False,True,False,False,False,False,True,False,False
440,Ard Al Zaafaran,Oud Sharqia,65.0,18.4,80,EDP,Unisex,Arabian,Sweet Wood,Citric,4.4,King-Perfume,3.6,450,False,False,True,False,False,True,False,False,False
441,Guerlain,Santal Royal,768.0,406.0,125,EDP,Unisex,Arabian,"Sandalwood, Leather note, Amber notes, Oud, Muscs note","Peach, Rose, Cinnamon",5.0,top langri,3.7,347,False,False,True,False,False,True,False,False,False
442,GUESS,Marciano,150.0,80.7,100,EDT,Men,Spicy,Woody And Spicy,"Spicy, Lavenday And Sage",4.7,AMLAQ,3.9,135,False,True,False,False,False,False,True,False,False
443,Estee Lauder,Modern Muse Nuit,615.0,284.8,100,EDP,Women,Floral,"Vanilla, Amber, Patchouli and Sandalwood","Heliotrope, Chamomile and Chinese Jasmine",5.0,AMLAQ,3.9,135,False,False,False,True,False,True,False,False,False
444,BURBERRY,My Burberry,699.0,226.65,90,EDP,Women,Floral,Oined with Damascus and Centifolia Rose,Freesia Flowers and Golden Quince,5.0,AMLAQ,3.9,135,False,False,False,True,False,True,False,False,False
445,Rasasi,Hatem,129.0,69.25,75,EDP,Unisex,Spicy,"Woody, Aandal And Cedar Wood And Musk",Jasmine And Rose,5.0,Instant,3.7,44,False,False,True,False,False,True,False,False,False
446,LACOSTE,Joy Of Pink,427.0,113.95,90,EDT,Women,Floral,"Musk, vanilla","Jasmine, carrot, and spicy coriander",4.4,Kado Store,4.3,23,False,False,False,True,False,False,True,False,False
447,LALIQUE,Le'Parfum,143.0,143.0,100,EDP,Women,Oriental,"Sandalwood, Tonka Bean, Patchouli and Vanilla",Jasmine and Heliotrope,4.4,Beautiful Live,412.0,7,False,False,False,True,False,True,False,False,False
448,GUCCI,Memoire  D'une Odeur EDP For Uni,530.0,349.95,100,EDP,Unisex,Fresh,"Sandalwood, Cedar, Vanilla","Coral Jasmine, Jasmine Petals, Musks",5.0,noon,4.2,98.1K,False,False,True,False,False,True,False,False,False
449,VERSACE,Versace,216.0,137.45,100,EDP,Women,Fruity,"Musk, Grey Amber And Inoki Wood","Lotus, Plum, Raspberry And Lebanese Blue Cedar",4.4,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
450,DORALL COLLECTION,Oud Wood,19.0,9.9,100,PDT,Unisex,Citrus,"Cedar, tobacco, patchouli, sandalwood, musk","Geranium, marigold, rose, bay leaves",4.3,B.A.G,4.2,14.1K,False,False,True,False,False,False,False,False,True
451,HUGO BOSS,The Scent,426.0,135.0,100,EDT,Men,Spicy,"Leather, Woody Notes","Lavender, Maninka",3.6,Perfume Ms,3.7,537,False,True,False,False,False,False,True,False,False
452,CHOPARD,Casmir,292.0,94.9,100,EDP,Women,Vanilla,"Amber, Woods, Musk, Patchouli, Sandalwood, Vanilla","Geranium, Jasmine, Lily-Of-The-valley",4.5,King-Perfume,3.9,450,False,False,False,True,False,True,False,False,False
453,CAROLINA HERRERA,212 Sexy,420.0,151.0,100,EDP,Women,Floral,"Cotton Candy,Musk,Sandalwood,Vanilla","Gardenia,Geranium",4.7,Al-Najm,3.7,347,False,False,False,True,False,True,False,False,False
454,Guerlain,L'instant,722.0,262.9,100,EDP,Women,Vanilla,"Vanilla, Benzoin, Musk and Amber","Magnolia, Sambac Jasmine, Ylang-Ylang and Iris",4.2,Abu Al Tayyeb Perfumes,3.7,347,False,False,False,True,False,True,False,False,False
455,BVLGARI,Rose Essentielle,533.0,274.9,100,EDP,Women,Floral,Sandalwood And Patchouli,Blackberry Are Softened With Delicate Violet And Jasmine Trace,5.0,Perfume Ports,3.9,135,False,False,False,True,False,True,False,False,False
456,Parfums Gres,Cabotine De Gres,110.0,78.0,100,EDP,Women,Floral,"Patchouli, Sandalwood And Musk","Ginger, Lily, Tubereuse And Wild Hyacinth",4.5,Nawaem_perfumes,3.9,69,False,False,False,True,False,True,False,False,False
457,Lancome,Magie Noire L'eau,401.0,401.0,75,EDT,Women,Woody,"Amber, Sandalwood and Patchouli",Jasmine and Ylang-Ylang,4.6,Banorama,3.5,63,False,False,False,True,False,False,True,False,False
458,LOEWE,Esencia Pour Homme,514.0,177.0,150,EDT,Men,Woody,"Tonka Bean, Leather, Sandalwood, Fir, Amber, Patchouli, Musk, Oakmoss, Vetiver, Cedar and Styrax","Clary Sage, Nutmeg, Basil, Jasmine, Neroli, Lily-of-the-valley, Rose, Pine Tree Needles, Geranium and Black Currant",5.0,Pinch Of Perfum,3.5,32,False,True,False,False,False,False,True,False,False
459,Calvin Klein,CK Be,125.0,110.0,200,EDT,Unisex,Spicy,"Sandalwood, Amber, Cedar and Oakmoss","Green Grass, Magnolia, Orchid, Freesia, Peach and Jasmine",5.0,Abu Al Tayyeb Perfumes,4.2,7,False,False,True,False,False,False,True,False,False
460,HUGO BOSS,Boss,375.0,105.0,100,EDT,Men,Woody,"Sandalwood, Vetiver, Cedarwood And Vanilla","Geranium, Cinnamon And Cloves",4.7,Acacia Rose,4.8,77,False,True,False,False,False,False,True,False,False
461,Marc Jacobs,Daisy Eau So Fresh,330.0,179.4,125,EDT,Women,Fruity,"Musk, Plum, Cedarwood","Violet, Wild Rose, Apple Blossom, Lychee, Jasmine Petals",5.0,noon,4.2,98.1K,False,False,False,True,False,False,True,False,False
462,MONTBLANC,Legend,342.0,108.5,100,EDT,Men,Spicy,"Sandalwood, Tonka Bean","Coumarin, Oak Moss, Geranium, Rose, Apple, Dried Fruit",4.7,Perfume Ms,4.1,98,False,True,False,False,False,False,True,False,False
463,COACH,New York Coach Dreams,310.0,201.75,90,EDP,Women,Floral,Joshua Tree And Ambroxan,Gardenias And Cactus Flowers,4.0,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
464,Dolce & Gabbana,Intenso,310.0,194.5,125,EDP,Men,Spicy,"Labdanum, Sandalwood, Cypress, Musk, Amber","Hay, Moepel Accord, Bran, Clary Sage",4.5,Abu Al Tayyeb Perfumes,3.9,537,False,True,False,False,False,True,False,False,False
465,GUESS,Marciano,171.0,76.8,100,EDP,Women,Citrus,"Musk, Vanilla, Woody Notes","Peony, Jasmine, Honeysuckle",4.4,Lolita Shop,3.5,244,False,False,False,True,False,True,False,False,False
466,Remy Marquis,Shalis,50.35,50.35,100,EDP,Men,Fruity,"Nutmeg, Oakmoss And Sandalwood",Lavender And Basil,5.0,VIP.PARFUME,3.5,244,False,True,False,False,False,True,False,False,False
467,LANVIN PARIS,Rumeur 2 Rose,126.0,106.85,100,EDP,Women,Floral,"Patchouli, Amber And Musk","Lily Of The Valley, Jasmine, False Jasmine, Rose, Magnolia And Honeysuckle",4.3,goldiaa,4.1,135,False,False,False,True,False,True,False,False,False
468,Roberto Cavalli,cavali,499.0,115.0,75,EDP,Men,Arabian,"Roasted Tonka Grain, Laos Benzoin","Orange Blossom Extract, Mirabelle Plum",4.3,hadayiq baris,3.8,122,False,True,False,False,False,True,False,False,False
469,Roberto Cavalli,Florence Amber,499.0,209.9,75,EDP,Women,Floral,"Honey, Patchouli","Quince, Gardenia, Cashmirwood",4.5,Parvant Store,3.8,78,False,False,False,True,False,True,False,False,False
